game,top_1_game,top_1_sim,top_2_game,top_2_sim,top_3_game,top_3_sim,top_4_game,top_4_sim,top_5_game,top_5_sim,top_6_game,top_6_sim,top_7_game,top_7_sim,top_8_game,top_8_sim,top_9_game,top_9_sim,top_10_game,top_10_sim
Alien Breed 3 Descent,Alien Breed Impact,0.8986192068847495,Alien Breed 2 Assault,0.7564918816285073,Worms Crazy Golf,0.4495295776662095,Superfrog HD,0.4435294561992761,Worms Pinball,0.3898835609076675,Worms Blast,0.3898835609076675,Wallace & Gromit Ep 1 Fright of the Bumblebees,0.35408734806115816,Light,0.3216525674116716,Wallace & Gromit Ep 4 The Bogey Man,0.28830552440221613,Machinarium,0.2800834503188225
Alien Breed Impact,Alien Breed 3 Descent,0.8986192068847495,Alien Breed 2 Assault,0.6817250933062257,Superfrog HD,0.42616689710245037,Worms Crazy Golf,0.41106621475817295,Worms Blast,0.36608784180375364,Worms Pinball,0.36608784180375364,The Ball,0.31860281527212125,Wallace & Gromit Ep 1 Fright of the Bumblebees,0.3032993658527024,Oddworld Abe's Exoddus,0.2971145343449812,Anomaly Korea,0.2816382788427942
Alien Isolation,Metro Last Light,0.2860133474834732,Lost Planet 3,0.25172173975459566,Dishonored,0.23327929506422035,Aliens Colonial Marines,0.23083677873103756,Amnesia The Dark Descent,0.22987919678428917,The Stanley Parable,0.22902963210793498,Darwinia,0.22652695433539255,Alan Wake,0.21911518507206837,Metro 2033 Redux,0.21588084709202507,Outlast,0.21255917398354554
Alien Rage - Unlimited,Lost Planet 3,0.4940234461431224,Sniper Ghost Warrior 2,0.35127879290934033,Sniper Ghost Warrior 2 Multiplayer Expansion Pack,0.31594701108101486,Serious Sam 3 BFE,0.2521425917210355,Sniper Ghost Warrior,0.23002033099820657,Call of Juarez Gunslinger,0.20201931436063328,Red Faction Armageddon,0.1809923261351942,F.E.A.R. 3,0.18048844356947125,Red Faction Guerrilla Steam Edition,0.17938295175541946,Thief,0.16914385940647567
Alien Shooter 2 Reloaded,F.E.A.R. Extraction Point,0.16386411614235602,F.E.A.R. Perseus Mandate,0.16285789108029455,Borderlands,0.16277026224634566,Borderlands DLC Claptraps New Robot Revolution,0.15624999999999997,Borderlands DLC Mad Moxxi's Underdome Riot,0.15214515486254612,Borderlands DLC The Secret Armory of General Knoxx,0.1504823163572115,Borderlands DLC The Zombie Island of Dr. Ned,0.14994003597601677,Red Faction Armageddon,0.14208850433001524,F.E.A.R.,0.1285221542709526,Fallout New Vegas Dead Money,0.12437964877624863
Alien Swarm,Left 4 Dead 2,0.37084391324810256,Left 4 Dead,0.33633138866381,Team Fortress 2,0.3302760182460845,Killing Floor,0.3292322499524902,Killing Floor Mod Defence Alliance 2,0.30669813735677864,Portal,0.30440918417923224,Magicka,0.29721073048831465,Borderlands 2,0.28420934894773414,Metro 2033,0.28170933160271044,Counter-Strike Source,0.2674209445855881
Aliens Colonial Marines,Aliens versus Predator Classic 2000,0.31713376217106043,Aliens vs. Predator,0.23820833730684784,Alien Isolation,0.23083677873103756,Bully Scholarship Edition,0.1983628936982722,Supreme Commander 2 - Infinite War Battle Pack One,0.17534180827859297,Metro Last Light,0.16978431151271836,Star Wars Republic Commando,0.16429496679370115,Batman Arkham City GOTY,0.16050790090645922,Interstellar Marines,0.16030941672633386,Duke Nukem Forever,0.15267482789272346
Aliens versus Predator Classic 2000,Aliens Colonial Marines,0.31713376217106043,DOOM 3,0.299581281143168,DOOM 3 Resurrection of Evil,0.2405183175501714,Star Wars Jedi Knight Jedi Academy,0.23318813737290406,Duke Nukem Forever,0.22326176316451699,Prince of Persia The Sands of Time,0.208239629098824,X-COM UFO Defense,0.20161330474266806,Red Faction Armageddon,0.1985739424041887,Red Faction Guerrilla Steam Edition,0.1908052087177622,The Elder Scrolls III Morrowind,0.1904459073236809
Aliens vs. Predator,Metro 2033,0.24226811740828477,Aliens Colonial Marines,0.23820833730684784,Red Faction,0.22692450876069817,RAGE,0.2070172111485467,Red Faction Armageddon,0.20331568091078303,F.E.A.R. 2 Project Origin,0.2027619499891207,"Warhammer 40,000 Space Marine",0.19789570170428156,Gotham City Impostors,0.1962846916991362,Resident Evil Revelations / Biohazard Revelations,0.19360084535653507,F.E.A.R. 3,0.1931131853513758
All Is Dust,Haunted Memories,0.10056823375896673,Tactical Intervention,0.09970376686312257,Goat Simulator,0.08628754427009587,Survarium,0.07857548611731557,Cry of Fear,0.07838193263108519,No More Room in Hell,0.06926113769228397,theHunter,0.05599704134094753,Garry's Mod,0.050166535009180564,Dirty Bomb,0.04976455331120074,Trove,0.04862266854766656
All Zombies Must Die!,XCOM Enemy Unknown,0.14175958099686753,Borderlands 2,0.13114912546053165,Sid Meier's Civilization V,0.08602687215160212,Portal 2,0.07545480208569771,Left 4 Dead 2,0.07222725198720563,Team Fortress 2,0.05925471735140764,Dota 2,0.05135152450095691,Terraria,0.046783011337792925,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0
Alpha Prime,Arma Gold Edition,0.7789640308793159,UFO Afterlight,0.7473713710757557,Arma Tactics,0.7300487959852329,Take On Helicopters,0.5413901162600578,The Fish Fillets 2,0.47320202149524393,Carrier Command Gaea Mission,0.4713661357877192,Superfrog HD,0.35325176511109857,Rise of the Argonauts,0.3454025885050989,Worms Crazy Golf,0.327663997526115,Confrontation,0.3253792366962708
Alpha Protocol,Hell Yeah!,0.3928224940333786,Tom Clancy's Rainbow Six Vegas,0.34487162859793286,Divinity II Developer's Cut,0.3413768547749772,UFO Afterlight,0.33902613229575873,The Chronicles of Riddick Assault on Dark Athena,0.3178179656097913,Take On Helicopters,0.31091485640007466,Thief Gold,0.3074272593222538,Daikatana,0.3017318438073388,StarDrive,0.29939594874113534,Meridian New World,0.29586209035733024
Altitude,Shatter,0.3058864019425197,Gish,0.2596808713035545,Destination Sol,0.23692314995705008,Monaco,0.23486247904104876,Guacamelee! Gold Edition,0.22647370924849106,DogFighter,0.20934008206122146,Gunpoint,0.20791696340812,Torchlight,0.1979304264135176,Steel Storm Burning Retribution,0.19664537762187576,ProtoGalaxy,0.19313264904218552
Always Sometimes Monsters,Tesla Effect,0.41962303686842356,Daikatana,0.4173269235510389,Anachronox,0.37030567681222104,Divinity II Developer's Cut,0.3675458520621812,Skulls of the Shogun,0.35482229376834085,Giana Sisters Twisted Dreams,0.34164325205949037,Shadow Warrior Classic Redux,0.3334672826254409,Outland,0.33058022013062693,World of Goo,0.3257313584525648,Deadlight Original Soundtrack,0.3181440784384471
Amazing World,World of Battles,0.5756163474760049,HOMEFRONT Demo,0.5756163474760049,Brawl Busters,0.5756163474760049,Dungeon Fighter Online,0.5756163474760049,Bullet Run,0.5756163474760049,Pandora Saga Weapons of Balance,0.5573381318948271,Arcane Saga Online,0.5573381318948271,Magic The Gathering  Tactics,0.48979305584387345,Cakewalk Loop Manager,0.4854023243869572,Moon Breakers,0.4853615177785895
America's Army 3,America's Army Proving Grounds,0.3283700596068534,Dungeon Fighter Online,0.32279693922164326,Brawl Busters,0.32279693922164326,Bullet Run,0.32279693922164326,World of Battles,0.32279693922164326,HOMEFRONT Demo,0.32279693922164326,Pandora Saga Weapons of Balance,0.31254679245303807,Arcane Saga Online,0.31254679245303807,Dungeon Party,0.28697337262629796,Moon Breakers,0.27218339618374193
America's Army Proving Grounds,America's Army 3,0.3283700596068534,Tom Clancy's Ghost Recon Phantoms - NA,0.21666893790372194,Warface,0.19804752408037749,Bullet Run,0.1972786184733518,Brawl Busters,0.1972786184733518,World of Battles,0.1972786184733518,HOMEFRONT Demo,0.1972786184733518,Dungeon Fighter Online,0.1972786184733518,Arcane Saga Online,0.1910142009775246,Pandora Saga Weapons of Balance,0.1910142009775246
American Conquest,Cossacks European Wars,0.8455162346826461,American Conquest - Fight Back,0.7679143403047541,Cossacks II Battle for Europe,0.6127852164180417,Cossacks II Napoleonic Wars,0.5418003528350697,Cossacks Back to War,0.5054101027161153,Cossacks Art of War,0.29327269994165345,Men of War Assault Squad,0.2747282992628544,COH2 - The Western Front Armies Oberkommando West,0.2532457211799645,Company of Heroes 2,0.23230920061371402,"Warhammer 40,000 Dawn of War - Game of the Year Edition",0.21554112715395596
American Conquest - Fight Back,Cossacks European Wars,0.8211306643335825,American Conquest,0.7679143403047541,Cossacks II Battle for Europe,0.7609900264976548,Cossacks Back to War,0.5816624670254957,Cossacks II Napoleonic Wars,0.5130968353739285,Cossacks Art of War,0.35764351411275297,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0,realMyst,0.0
Amnesia A Machine for Pigs,SOMA,0.34318588293505314,Amnesia The Dark Descent,0.3380600250880647,The Stanley Parable,0.2603254752325762,Penumbra Overture,0.2480720419750412,Dust An Elysian Tail,0.2359254514154903,Tower of Guns,0.2204556052517932,Dear Esther,0.21778646089226433,Jazzpunk,0.2177533151382372,Darwinia,0.21365752925815956,The Wolf Among Us,0.21126223241704373
Amnesia The Dark Descent,Psychonauts Demo,0.3865063087731569,Portal 2,0.3532227812570192,LIMBO,0.3491718340540057,Bastion,0.3488677671880055,Psychonauts,0.3383115984392241,Amnesia A Machine for Pigs,0.3380600250880647,Super Meat Boy,0.33395053869274555,Superbrothers Sword & Sworcery EP,0.3267551983023498,Lone Survivor The Director's Cut,0.32492377493137276,Magicka,0.321973235423444
Among Ripples,Teeworlds,0.1416041529289419,Unturned,0.10277705639856133,Garry's Mod,0.10177499050917724,Trove,0.08559783574748457,Heroes & Generals,0.08406483990290867,Gear Up,0.07993519095747431,Dirty Bomb,0.07405033601119493,Realm of the Mad God,0.07374250198832785,No More Room in Hell,0.07205391165803927,BLOCKADE 3D,0.0685835495474342
Among the Sleep,Amnesia The Dark Descent,0.16054714500933132,Fallout 4,0.14523701196470268,Dishonored,0.14451570882550246,Tomb Raider,0.09901369061723667,Terraria,0.06908667789429007,Borderlands 2,0.05991998305566756,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0
Anachronox,Daikatana,0.9565560104367943,Mini Ninjas,0.6626580043533079,Deus Ex The Fall,0.553954265682264,Thief Gold,0.5119726787432495,Axis Game Factory's AGFPRO 3.0,0.4972834509721443,Hitman Contracts,0.4618889837471274,Battlestations Midway,0.4492053993004552,Super Splatters,0.4368900085349443,Finding Teddy Soundtrack,0.4262501250861427,Ethan Meteor Hunter,0.41431912672111487
Analogue A Hate Story,To the Moon,0.23825617170981578,Kingdoms of Amalur Reckoning,0.22477214194207748,Dragon Age Origins - Ultimate Edition,0.21783841228542172,Long Live The Queen,0.21080220347141004,Dungeonland - All access pass,0.18297238817849715,Shadowrun Returns,0.18220180930290136,Divinity II Developer's Cut,0.18024709179507198,S.T.A.L.K.E.R. Shadow of Chernobyl,0.17730272079336817,Mass Effect,0.17405973206855105,The Walking Dead,0.16670294190340387
Anarchy Arcade,Boring Man - Online Tactical Stickman Combat,0.20647204316704137,You Have to Win the Game,0.18976395475394048,Double Action Boogaloo,0.1868335346850253,NEOTOKYO,0.18211502257173162,The Expendabros,0.14576850476387768,Tactical Intervention,0.1404621898002473,No More Room in Hell,0.1379322515407655,F.E.A.R. Online,0.1250972754445608,Toribash,0.12466385422429974,BLOCKADE 3D,0.1241659444680678
And Yet It Moves,Hammerfight,0.8024494445177982,Crayon Physics Deluxe,0.7943482244959729,Cogs,0.6834099630923142,Atom Zombie Smasher ,0.6691003820394739,Steel Storm Burning Retribution,0.6508468615955262,Gish,0.6389801340138145,Osmos,0.6353542832703858,Revenge of the Titans,0.6144612725132939,NightSky,0.5925785357687092,VVVVVV,0.5735745934574897
Angry Video Game Nerd Adventures,South Park The Stick of Truth,0.2016082291352779,Dust An Elysian Tail,0.1829665075981841,Orcs Must Die!,0.17671978690318707,Far Cry 3 Blood Dragon,0.1635423649333031,Orcs Must Die! 2,0.14156219981418466,Batman Arkham Asylum GOTY Edition,0.1392461307262054,Batman Arkham Origins,0.13918789617729596,Dungeon Defenders,0.13830476143631473,Psychonauts Demo,0.13782651050006997,Dark Souls Prepare to Die Edition,0.13244866151762005
Anna - Extended Edition,SkyDrift,0.4286540716119899,Shank 2,0.35945809584509714,Sine Mora,0.3152628624914505,Serious Sam Classic The Second Encounter,0.28534596191498274,RAW - Realms of Ancient War,0.28291798527365875,Costume Quest,0.2802965986136799,E.Y.E Divine Cybermancy,0.27826853950546165,Painkiller Hell & Damnation,0.2762031417887547,Giana Sisters Twisted Dreams,0.273038271676886,Anomaly Warzone Earth,0.2641785806625996
Anno 1404,Anno 1404 Venice,0.4454976598079501,Age of Empires II HD Edition,0.06865901530939092,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0
Anno 1404 Venice,Anno 1404,0.4454976598079501,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0,realMyst,0.0
Anno 2070,Endless Space,0.34769318398901694,Tropico 5,0.2844884172033525,Patrician IV Steam Special Edition,0.2841456123547373,XCOM Enemy Unknown,0.27983620059053843,Galactic Civilizations III,0.27916561702333365,Planetary Annihilation,0.2767225320953109,Port Royale 3,0.27045081082422195,Prison Architect,0.26595778026390976,Company of Heroes Opposing Fronts,0.2585180506500052,Majesty 2,0.2579085488531524
Anno Online,Copa Petrobras de Marcas,0.07693998889329577,Clicker Heroes,0.0753601664173114,Warface,0.07430478251620383,War Thunder,0.07396971828791722,Defiance,0.0676724947595493,sZone-Online,0.06425752407544784,RIFT,0.05877955078885205,Team Fortress 2,0.05372490925006319,UberStrike,0.05290807878948027,DCS World,0.05229880780812731
Anodyne,Incredipede,0.5739791734901105,Insanely Twisted Shadow Planet,0.4579406889028357,Ticket to Ride - USA 1910,0.43734253878103846,Peggle Deluxe,0.4295965068281849,The Bard's Tale,0.3418410846651623,Hell Yeah!,0.3220971335810637,Dear Esther,0.31373952553112067,Guacamelee! Gold Edition,0.30524779611571734,Organ Trail Director's Cut,0.29951263995748845,Greed Corp,0.2916112701928732
Anomaly 2,Toki Tori 2+,0.3560791664133893,Gemini Rue,0.3409291545724267,Jack Lumber,0.3346254846356704,Hero Siege,0.30171932609545926,MX vs. ATV Reflex,0.2978715723244195,"Time Gentlemen, Please!",0.2910578941173994,Sacred Citadel,0.288242919545338,Mortal Kombat Kollection,0.28549124389865677,Joe Danger 2 The Movie,0.277570088836621,Bridge Constructor,0.2765021913553636
Anomaly Korea,Really Big Sky,0.33723099347181607,"Ben There, Dan That!",0.31060403965035543,Anomaly Warzone Earth,0.29897187689679633,"Time Gentlemen, Please!",0.2915221491061232,Alien Breed Impact,0.2816382788427942,Afterfall InSanity Extended Edition,0.2597809381393768,Gun Monkeys,0.24579400983241578,Divinity II Developer's Cut,0.24185384254160197,Deus Ex Human Revolution - Director's Cut,0.2079847039092873,"Warhammer 40,000 Dawn of War - Game of the Year Edition",0.20369771558325322
Anomaly Warzone Earth,Two Worlds Epic Edition,0.4152365491974647,Grimm,0.4016491499811974,Pixel Puzzles Japan,0.3989300343966645,Skyborn,0.3940004742436059,Ionball 2  Ionstorm,0.39090253173698064,Space Hack,0.38909841146637403,King's Bounty Crossworlds,0.38903882739052303,X-Blades,0.38819083593202713,Battlepaths,0.385388774992227,Woodle Tree Adventures,0.38416481260417784
Anomaly Warzone Earth Mobile Campaign,Anomaly Warzone Earth,0.2733018750339026,Warframe,0.06255214527144211,Counter-Strike Global Offensive,0.05172877613728166,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0
Another World,Just Cause 2,0.11240839770533163,Left 4 Dead 2,0.08692390970288069,Half-Life 2 Episode Two,0.08668290958521822,Half-Life 2 Episode One,0.08245186773790492,Borderlands 2,0.07925074726258327,Portal 2,0.07793623862695528,Portal,0.07170641866014482,Half-Life 2,0.0667732319397998,Team Fortress 2,0.06098032878266551,Half-Life 2 Lost Coast,0.05874920673340456
Anoxemia,Blaster Shooter GunGuy!,0.8001889961547792,Wickland,0.7142434510712075,Steel & Steam Episode 1,0.6753201637268444,Hostile Waters Antaeus Rising,0.6630680394132298,Ionball 2  Ionstorm,0.6401788528990016,Particula,0.62734557458724,Chip,0.6246658049084511,Overcast - Walden and the Werewolf,0.6173854916485456,Nux,0.5994898851905837,Enemy Mind,0.5799774232549639
Antichamber,The Swapper,0.47833315567085216,Guacamelee! Gold Edition,0.46720158300665976,Tiny and Big Grandpa's Leftovers,0.4656281009763442,Bastion,0.43214048156784446,Monaco,0.41314024391173537,Proteus,0.41219677731809806,Vessel,0.39576646570687246,Giana Sisters Twisted Dreams,0.3901649106536385,Dustforce,0.3895898821353293,Starseed Pilgrim,0.3876154232253714
Apotheon Arena,AdVenture Capitalist,0.13051329276600862,Unturned,0.09772927085058113,Robocraft,0.07553617904040089,Trove,0.0720986863791045,Dirty Bomb,0.06772492284135201,War Thunder,0.06711437645303181,Loadout,0.06008273911537981,Heroes & Generals,0.05401448654435982,Counter-Strike Global Offensive,0.04156939470540259,Team Fortress 2,0.038585719785015044
AquaNox,AquaNox 2 Revelation,0.9899059798029168,SpellForce Platinum Edition,0.5460064485069435,Summoner,0.5156124641118274,SpellForce 2 - Demons of the Past,0.5049716475250212,Gothic 3,0.4462483485509199,The Guild II,0.3825874341417228,SpellForce 2 Gold Edition,0.36598432659850577,System Shock 2,0.3273995224662097,Supreme Commander,0.3200323098584964,Skyborn,0.28735254619094996
AquaNox 2 Revelation,AquaNox,0.9899059798029168,Summoner,0.5590169943749475,SpellForce 2 - Demons of the Past,0.5086877556521106,SpellForce Platinum Edition,0.474356979853538,Gothic 3,0.3931031057227498,The Guild II,0.38384614852882953,SpellForce 2 Gold Edition,0.35362869701444033,System Shock 2,0.3058117684098988,Skyborn,0.30108704989004753,Supreme Commander,0.2995769568820235
